Name,Worth,Age,Country,Self_Made,dropped_out,bachelors_degree,masters_degree,MBA,phd_or_professional_degree,other_degrees,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector,Gender,detail1,detail2,number_of_degress,presence_on_list,Continent/Region
Leonard Stern,4.2,79,United States,N,N,Y,N,Y,N,NA,2007,11,0,0,0,Real Estate,male,real estate,"Bachelor of Arts / Science, New York University; Master of Business Administration, Leonard N. Stern School of Business",2,100%,North America
Gabe Newell,4.1,54,United States,Y,Y,N,N,N,N,NA,2012,6,0,0,0,Gaming,male,"videogames, Self Made","Drop Out, Harvard University",0,100%,North America
Terrence Pegula,4.1,66,United States,Y,N,Y,N,N,N,NA,2011,7,0,0,0,Energy,male,"natural gas, Self Made","Bachelor of Science in Engineering, Pennsylvania State University",1,100%,North America
Ira Rennert,4.1,82,United States,Y,N,Y,N,Y,N,NA,2007,11,0,0,0,Investments,male,"investments, Self Made","Bachelor of Arts / Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",2,100%,North America
J. Christopher Reyes,4.1,63,United States,Y,N,Y,N,N,N,NA,2012,6,0,0,0,Food and Beverage,male,"food distribution, Self Made","Bachelor of Arts / Science, University of Maryland",1,100%,North America
Jude Reyes,4.1,61,United States,Y,N,Y,N,N,N,NA,2012,6,0,0,0,Food and Beverage,male,"food distribution, Self Made","Bachelor of Arts / Science, Wofford College",1,100%,North America
Robert Bass,4,69,United States,N,N,Y,N,Y,N,NA,2007,11,0,0,0,Energy,male,"oil, investments","Bachelor of Arts / Science, Yale University; Master of Business Administration, Stanford University",2,100%,North America
Marc Benioff,4,52,United States,Y,N,Y,N,N,N,NA,2007,10,1,1,1,Technology,male,"business software, Self Made","Bachelor of Arts / Science, University of Southern California",1,91%,North America
James Jannard,4,67,United States,Y,Y,N,N,N,N,NA,2007,11,0,0,0,Fashion and Retail,male,"sunglasses, Self Made","Drop Out, University of Southern California",0,100%,North America
Bernard Marcus,4,87,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Fashion and Retail,male,"Home Depot, Self Made","Bachelor of Arts / Science, Rutgers University",1,100%,North America
John Morris,4,69,United States,Y,N,Y,N,N,N,NA,2014,4,0,0,0,Retail,male,"sporting goods retail, Self Made","Bachelor of Arts / Science, Drury University",1,100%,North America
Bobby Murphy,4,28,United States,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Software,male,"Snapchat, Self Made","Bachelor of Arts / Science, Stanford University",1,100%,North America
Isaac Perlmutter,4,74,United States,Y,,,,,,,2010,8,0,0,0,Media,male,"Marvel comics, Self Made",NA,NA,100%,North America
"H. Ross Perot, Sr.",4,86,United States,Y,N,Y,N,N,N,NA,2014,4,0,0,0,Technology,male,"computer services, real estate, Self Made","Bachelor of Arts / Science, United States Naval Academy",1,100%,North America
Stewart and Lynda Resnick,4,-,United States,Y,,,,,,,2012,6,0,0,0,Food and Beverage,male,"agriculture, water, Self Made",NA,NA,100%,North America
"Robert Rich, Jr.",4,76,United States,N,N,Y,N,Y,N,NA,2007,11,0,0,0,Food and Beverage,male,frozen foods,"Bachelor of Arts / Science, Williams College; Master of Business Administration, Simon School of Business",2,100%,North America
Evan Spiegel,4,26,United States,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Software,male,"Snapchat, Self Made","Bachelor of Arts / Science, Stanford University",1,100%,North America
Russ Weiner,4,46,United States,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Food and Beverage,male,"energy drinks, Self Made","Bachelor of Arts / Science, San Diego State University",1,100%,North America
"Austen Cargill, II.",3.9,66,United States,N,N,Y,Y,N,Y,NA,2009,9,0,0,0,Food and Beverage,male,Cargill,"Bachelor of Arts / Science, University of Minnesota; Doctorate, Oregon State University; Master of Science, University of Minnesota",3,100%,North America
"James Cargill, II.",3.9,68,United States,N,,,,,,,2009,9,0,0,0,Food and Beverage,male,Cargill,NA,NA,100%,North America
Diane Hendricks,3.9,70,United States,Y,N,N,N,N,N,N,2008,10,0,0,0,Manufacturing,female,"roofing, Self Made","Diploma, High School",1,100%,North America
Marianne Liebmann,3.9,63,United States,N,N,Y,N,N,N,NA,2009,9,0,0,0,Food and Beverage,female,Cargill,"Bachelor of Arts / Science, Montana State University",1,100%,North America
Mary Alice Dorrance Malone,3.9,67,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Food and Beverage,female,Campbell Soup,"Bachelor of Arts / Science, University of Arizona",1,100%,North America
Stephen Bisciotti,3.8,57,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Sports,male,"staffing, Baltimore Ravens, Self Made","Bachelor of Arts / Science, Salisbury State University",1,100%,North America
Nathan Blecharczyk,3.8,33,United States,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Software,male,"Airbnb, Self Made","Bachelor of Arts / Science, Harvard University",1,100%,North America
Rick Caruso,3.8,58,United States,Y,N,Y,N,N,Y,NA,2016,2,0,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, University of Southern California; Doctor of Jurisprudence, Pepperdine University",2,100%,North America
Bubba Cathy,3.8,62,United States,N,N,Y,N,N,N,NA,2015,3,0,0,0,Food and Beverage,male,Chick-Fil-A,"Bachelor of Arts / Science, Samford University",1,100%,North America
Dan Cathy,3.8,64,United States,N,N,Y,N,N,N,NA,2015,3,0,0,0,Food and Beverage,male,Chick-Fil-A,"Bachelor of Arts / Science, Georgia Southern University",1,100%,North America
Brian Chesky,3.8,35,United States,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Software,male,"Airbnb, Self Made","Bachelor of Arts / Science, Rhode Island School of Design",1,100%,North America
Joe Gebbia,3.8,35,United States,Y,N,Y,N,N,N,NA,2015,3,0,0,0,Software,male,"Airbnb, Self Made","Bachelor of Arts / Science, Rhode Island School of Design",1,100%,North America
H. Fisk Johnson,3.8,58,United States,N,N,Y,Y,Y,Y,NA,2007,11,0,0,0,Manufacturing,male,cleaning products,"Bachelor of Arts / Science, Cornell University; Doctorate, Cornell University; Master of Science, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",4,100%,North America
Imogene Powers Johnson,3.8,86,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Manufacturing,female,cleaning products,"Bachelor of Arts / Science, Cornell University",1,100%,North America
S. Curtis Johnson,3.8,61,United States,N,N,Y,N,Y,N,NA,2007,11,0,0,0,Manufacturing,male,cleaning products,"Bachelor of Arts / Science, Cornell University; Master of Business Administration, Kellogg School of Management",2,100%,North America
Helen Johnson-Leipold,3.8,60,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Manufacturing,female,cleaning products,"Bachelor of Arts / Science, Cornell University",1,100%,North America
Winnie Johnson-Marquart,3.8,58,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Manufacturing,female,cleaning products,"Bachelor of Arts / Science, Cornell University",1,100%,North America
Clayton Mathile,3.8,76,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Food and Beverage,male,"pet food, Self Made","Bachelor of Arts / Science, Ohio Northern University",1,100%,North America
"Julian Robertson, Jr.",3.8,84,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Investments,male,"hedge funds, Self Made","Bachelor of Arts / Science, University of North Carolina",1,100%,North America
"Walter Scott, Jr.",3.8,85,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Technology,male,"utilities, telecom, Self Made","Bachelor of Arts / Science, Colorado State University",1,100%,North America
Joan Tisch,3.8,89,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Investments,female,diversified,"Bachelor of Arts / Science, University of Michigan",1,100%,North America
Archie Aldis Emmerson,3.7,88,United States,Y,N,N,N,N,N,N,2007,11,0,0,0,Manufacturing,male,"timberland, lumber mills, Self Made","Diploma, High School",1,100%,North America
Ken Fisher,3.7,66,United States,Y,N,Y,N,N,N,NA,2011,7,0,0,0,Investments,male,"money management, Self Made","Bachelor of Arts / Science, Humboldt State University",1,100%,North America
Igor Olenicoff,3.7,74,United States,Y,N,Y,Y,N,N,NA,2007,11,0,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, University of Southern California; Master of Science, University of Southern California",2,100%,North America
"Clemmie Spangler, Jr.",3.7,85,United States,N,N,Y,N,Y,N,NA,2007,10,1,1,1,Investments,male,investments,"Bachelor of Arts / Science, University of North Carolina; Master of Business Administration, Harvard University",2,91%,North America
Jerry Speyer,3.7,76,United States,Y,N,Y,N,Y,N,NA,2008,10,0,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, Columbia University; Master of Business Administration, Columbia Business School",2,100%,North America
Steven Spielberg,3.7,70,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Media,male,"Movies, Self Made","Bachelor of Arts / Science, California State Long Beach",1,100%,North America
Steven Udvar-Hazy,3.7,71,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Service,male,"aircraft leasing, Self Made","Bachelor of Arts / Science, University of California, Los Angeles",1,100%,North America
Roger Wang,3.7,68,United States,Y,N,Y,N,Y,N,NA,2007,10,1,1,1,Fashion and Retail,male,"retail, Self Made","Bachelor of Arts / Science, Chinese Cultural University; Master of Business Administration, Southeastern Louisiana University",2,91%,North America
Dan Friedkin,3.6,52,United States,N,,,,,,,2014,4,0,0,0,Automotive,male,Toyota dealerships,NA,NA,100%,North America
Phillip Frost,3.6,80,United States,Y,N,Y,N,N,Y,NA,2007,11,0,0,0,Health care,male,"pharmaceuticals, Self Made","Bachelor of Arts / Science, University of Pennsylvania; Medical Doctor, Yeshiva U Albert Einstein College of Medicine",2,100%,North America
Jimmy Haslam,3.6,63,United States,N,N,Y,N,N,N,NA,2013,5,0,0,0,Retail,male,"gas stations, retail","Bachelor of Arts / Science, University of Tennessee Knoxville",1,100%,North America
Michael Milken,3.6,70,United States,Y,N,Y,N,Y,N,NA,2007,11,0,0,0,Investments,male,"investments, Self Made","Bachelor of Arts / Science, University of California Berkeley; Master of Business Administration, Wharton School",2,100%,North America
Gary Rollins,3.6,72,United States,N,,,,,,,2015,3,0,0,0,Manufacturing,male,pest control,NA,NA,100%,North America
Randall Rollins,3.6,85,United States,N,,,,,,,2015,3,0,0,0,Manufacturing,male,pest control,NA,NA,100%,North America
Henry Samueli,3.6,62,United States,Y,N,Y,Y,N,Y,NA,2007,11,0,0,0,Technology,male,"semiconductors, Self Made","Bachelor of Arts / Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles",3,100%,North America
"Bernard Saul, II.",3.6,84,United States,N,N,Y,N,N,Y,NA,2007,10,1,1,1,Investments,male,"banking, real estate","Bachelor of Arts / Science, Villanova University; LLB, University of Virginia",2,91%,North America
Jeff Sutton,3.6,57,United States,Y,N,Y,N,N,N,NA,2014,4,0,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, University of Pennsylvania Wharton School",1,100%,North America
Dagmar Dolby,3.5,75,United States,N,N,Y,N,N,N,NA,2014,4,0,0,0,Technology,female,Dolby Laboratories,"Bachelor of Arts / Science, Heidelberg University",1,100%,North America
Peter Kellogg,3.5,74,United States,N,Y,N,N,N,N,NA,2007,11,0,0,0,Investments,male,investments,"Drop Out, Babson College",0,100%,North America
Robert McNair,3.5,80,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Sports,male,"energy, sports, Self Made","Bachelor of Arts / Science, University of South Carolina",1,100%,North America
Donald Sterling,3.5,82,United States,Y,N,Y,N,N,Y,NA,2012,6,0,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",2,100%,North America
Harry Stine,3.5,75,United States,Y,,,,,,,2014,4,0,0,0,Food and Beverage,male,"agriculture, Self Made",NA,NA,100%,North America
Donald Trump,3.5,70,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Real Estate,male,"television, real estate","Bachelor of Arts / Science, University of Pennsylvania",1,100%,North America
Mark Cuban,3.4,58,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Media,male,"online media, Self Made","Bachelor of Arts / Science, Indiana University",1,100%,North America
David Filo,3.4,50,United States,Y,N,Y,Y,N,N,NA,2007,11,0,0,0,Technology,male,"Yahoo, Self Made","Bachelor of Arts / Science, Tulane University; Master of Science, Stanford University",2,100%,North America
Jeff Greene,3.4,62,United States,Y,N,Y,N,Y,N,NA,2011,7,0,0,0,Real Estate,male,"real estate, investments, Self Made","Bachelor of Arts / Science, Johns Hopkins University; Master of Business Administration, Harvard University",2,100%,North America
Randal Kirk,3.4,63,United States,Y,N,Y,N,N,Y,NA,2008,10,0,0,0,Health care,male,"pharmaceuticals, Self Made","Bachelor of Arts / Science, Radford; Doctor of Jurisprudence, University of Virginia",2,100%,North America
George Lindemann,3.4,81,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Investments,male,investments,"Bachelor of Arts / Science, University of Pennsylvania Wharton School",1,100%,North America
Anthony Pritzker,3.4,56,United States,N,N,Y,N,Y,N,NA,2007,11,0,0,0,Service,male,"hotels, investments","Bachelor of Arts / Science, Dartmouth College; Master of Business Administration, Booth School of Business",2,100%,North America
Jay Robert (J.B.) Pritzker,3.4,52,United States,N,N,Y,N,N,Y,NA,2007,11,0,0,0,Investments,male,"hotels, investments","Bachelor of Arts / Science, Duke University; Doctor of Jurisprudence, Northwestern University",2,100%,North America
Arthur Blank,3.3,74,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Sports,male,"Home Depot, Self Made","Bachelor of Arts / Science, Babson College",1,100%,North America
John Catsimatidis,3.3,68,United States,Y,Y,N,N,N,N,NA,2008,10,0,0,0,Energy,male,"oil, real estate, Self Made","Drop Out, New York University",0,100%,North America
Tom Gores,3.3,52,United States,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Investments,male,"private equity, Self Made","Bachelor of Arts / Science, Michigan State University",1,100%,North America
"David Rockefeller, Sr.",3.3,101,United States,N,N,Y,N,N,Y,NA,2007,11,0,0,0,Energy,male,"real estate, investments","Bachelor of Arts / Science, Harvard University; Doctorate, University of Chicago",2,100%,North America
Neil Bluhm,3.2,79,United States,Y,N,Y,N,N,Y,NA,2007,11,0,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, University of Illinois, Urbana-Champaign; Doctor of Jurisprudence, Northwestern University",2,100%,North America
Jack & Laura Dangermond,3.2,71,United States,Y,N,Y,Y,N,N,NA,2017,1,0,0,0,Technology,family,"mapping software, Self Made","Bachelor of Arts / Science, California State Polytechnical University; Master of Science, University of Minnesota; Master of Science, Harvard University",3,100%,North America
Bennett Dorrance,3.2,71,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Food and Beverage,male,Campbell Soup,"Bachelor of Arts / Science, University of Arizona",1,100%,North America
"Amos Hostetter, Jr.",3.2,80,United States,Y,N,Y,N,Y,N,NA,2007,11,0,0,0,Media,male,"cable television, Self Made","Bachelor of Arts / Science, Amherst College; Master of Business Administration, Harvard University",2,100%,North America
Ronald Lauder,3.2,73,United States,N,N,Y,N,N,N,NA,2007,11,0,0,0,Fashion and Retail,male,Estee Lauder,"Bachelor of Arts / Science, University of Pennsylvania Wharton School",1,100%,North America
Michael Moritz,3.2,62,United States,Y,N,Y,N,Y,N,NA,2008,9,1,1,1,Investments,male,"venture capital, Self Made","Bachelor of Arts / Science, Christ Church, Oxford University; Master of Business Administration, Wharton School",2,90%,North America
Daniel Och,3.2,56,United States,Y,N,Y,N,N,N,NA,2008,10,0,0,0,Investments,male,"hedge funds, Self Made","Bachelor of Arts / Science, University of Pennsylvania Wharton School",1,100%,North America
Thomas Pritzker,3.2,66,United States,N,N,Y,N,Y,Y,NA,2007,11,0,0,0,Investments,male,"hotels, investments","Bachelor of Arts / Science, Claremont McKenna College; Master of Business Administration, University of Chicago; Doctor of Jurisprudence, University of Chicago",3,100%,North America
Richard Schulze,3.2,76,United States,Y,N,N,N,N,N,N,2007,11,0,0,0,Fashion and Retail,male,"Best Buy, Self Made","Diploma, High School",1,100%,North America
Riley Bechtel,3.1,65,United States,N,N,Y,N,Y,Y,NA,2007,11,0,0,0,Construction and Engineering,male,"engineering, construction","Bachelor of Arts / Science, University of Calif Davis; Master of Business Administration, Stanford University; Doctor of Jurisprudence, Stanford University",3,100%,North America
"Stephen Bechtel, Jr.",3.1,91,United States,N,N,Y,N,Y,N,NA,2007,11,0,0,0,Construction and Engineering,male,"engineering, construction","Bachelor of Arts / Science, Purdue University; Master of Business Administration, Stanford University",2,100%,North America
Andrew & Peggy Cherng,3.1,-,United States,Y,N,N,Y,N,N,NA,2013,5,0,0,0,Food and Beverage,family,"restaurants, Self Made","Master of Arts, University of Missouri; Ph.D, University of Missouri",2,100%,North America
John Paul DeJoria,3.1,73,United States,Y,N,N,N,N,N,N,2009,9,0,0,0,Fashion and Retail,male,"hair products, tequila, Self Made","Diploma, High School",1,100%,North America
