artist,FeaturedArtists,main_genre,featured_genre
Janis Ian,,rock,
Average White Band,,soul,
Van McCoy,,disco,
Labelle,Patti LaBelle,soul,soul
Stevie Wonder,,soul,
Helen Reddy,,rock,
Ohio Players,,soul,
Carpenters,,rock,
America,,rock,
Elton John,,rock,
Barry Manilow,,rock,
Olivia Newton-John,,rock,
Barry Manilow,,rock,
Harry Chapin,,rock,
Wings,,rock,
10cc,,rock,
Billy Swan,,,
Linda Ronstadt,,rock,
Barry White,,soul,
Olivia Newton-John,,rock,
Linda Ronstadt,,rock,
Phoebe Snow,,folk,
Ace,,electronic/dance,
Styx,,rock,
Grand Funk,Grand Funk Railroad,rock,rock
Alice Cooper,,rock,
Bad Company,,rock,
James Taylor,,rock,
Orleans,,rock,
Average White Band,,soul,
Gloria Gaynor,,disco,
Paul Anka,,rock,
Grand Funk,Grand Funk Railroad,rock,rock
Three Degrees,The Three Degrees,disco,disco
Eddie Kendricks,,soul,
Electric Light Orchestra,,rock,
America,,rock,
Tavares,,disco,
Jethro Tull,,rock,
Leo Sayer,,rock,
Elton John,,rock,
Ray Stevens,,,
Neil Sedaka,,rock,
Carpenters,,rock,
Ringo Starr,,rock,
Frankie Valli,,rock,
Wings,,rock,
Elton John,Kiki Dee,rock,
Johnnie Taylor,,soul,
Wild Cherry,,disco,
Manhattans,The Manhattans,soul,soul
Paul Simon,,rock,
Barry Manilow,,rock,
Diana Ross,,soul,
Seals and Crofts,,rock,
Andrea True Connection,,disco,
England Dan and John Ford Coley,NA,,
Hot Chocolate,,rock,
Nazareth,,rock,
Commodores,,rock,
Maxine Nightingale,,,
Ohio Players,,soul,
Bee Gees,,rock,
Lou Rawls,,soul,
David Bowie,,rock,
Dr. Hook,,rock,
Bellamy Brothers,The Bellamy Brothers,country,country
Vicki Sue Robinson,,disco,
Eric Carmen,,rock,
Dr. Hook,,rock,
Chicago,,rock,
Boz Scaggs,,rock,
Peter Frampton,,rock,
Aerosmith,,rock,
Fleetwood Mac,,rock,
Paul Anka,,rock,
Cliff Richard,,rock,
Elvin Bishop,,rock,
John Sebastian,,rock,
Tavares,,disco,
Bay City Rollers,,,
Elton John,,rock,
Staple Singers,The Staple Singers,soul,soul
Wings,,rock,
George Benson,,rock,
Electric Light Orchestra,,rock,
John Travolta,,,
Fleetwood Mac,,rock,
Beatles,The Beatles,rock,rock
Bee Gees,,rock,
Beach Boys,The Beach Boys,rock,rock
Orleans,,rock,
Jefferson Starship,,rock,
Foghat,,rock,
David Ruffin,,soul,
Peter Frampton,,rock,
Candi Staton,,soul,
Bay City Rollers,,,
Parliament,,soul,
Barry Manilow,,rock,
Kiss,KISS,rock,rock
Thin Lizzy,,rock,
Steve Miller Band,,rock,
Glen Campbell,,rock,
Rod Stewart,,rock,
Andy Gibb,,rock,
Thelma Houston,,disco,
Rita Coolidge,,rock,
ABBA,,,
Leo Sayer,,rock,
Jimmy Buffett,,rock,
Electric Light Orchestra,,rock,
Stevie Wonder,,soul,
Glen Campbell,,rock,
Leo Sayer,,rock,
Rose Royce,,soul,
Steve Miller Band,,rock,
Foreigner,,rock,
Climax Blues Band,,rock,
Commodores,,rock,
Jennifer Warnes,,folk,
Natalie Cole,,rock,
Barry Manilow,,rock,
Atlanta Rhythm Section,,rock,
Fleetwood Mac,,rock,
Brick,,,
Peter Frampton,,rock,
Kenny Rogers,,rock,
10cc,,rock,
James Taylor,,rock,
Alice Cooper,,rock,
Johnny Rivers,NA,rock,
Andrew Gold,,rock,
Stevie Wonder,,soul,
Fleetwood Mac,,rock,
Heart,,rock,
Bob Seger,,rock,
Helen Reddy,,rock,
Marshall Tucker Band,The Marshall Tucker Band,rock,rock
Kansas,,rock,
Barbra Streisand,,rock,
Engelbert Humperdinck,,,
Steve Miller Band,,rock,
Burton Cummings,,,
Elvis Presley,,rock,
Barry Manilow,,rock,
Ronnie Milsap,,country,
Foreigner,,rock,
Dean Friedman,,,
Bread,,rock,
Boz Scaggs,,rock,
Bay City Rollers,,,
Electric Light Orchestra,,rock,
Supertramp,,rock,
Bee Gees,,rock,
Spinners,The Spinners,soul,soul
Alice Cooper,,rock,
Carly Simon,,rock,
Rose Royce,,soul,
Aerosmith,,rock,
Al Stewart,,rock,
Fleetwood Mac,,rock,
Elton John,,rock,
B.J. Thomas,,rock,
ABBA,,,
Leo Sayer,,rock,
Andy Gibb,,rock,
Bee Gees,,rock,
Bee Gees,,rock,
Exile,,,
Bee Gees,,rock,
Player,,,
Andy Gibb,,rock,
Commodores,,rock,
Frankie Valli,,rock,
Eric Clapton,,rock,
Rolling Stones,The Rolling Stones,rock,rock
Billy Joel,,rock,
Wings,,rock,
Yvonne Elliman,,disco,
Chic,CHIC,soul,soul
Bonnie Tyler,,rock,
Gerry Rafferty,,rock,
Barry Manilow,,rock,
Johnny Mathis,Deniece Williams,jazz,soul
Meat Loaf,,rock,
Raydio,,,
ABBA,,,
Dan Hill,,rock,
Olivia Newton-John,,rock,
Foreigner,,rock,
Rod Stewart,,rock,
Roberta Flack,Donny Hathaway,rock,soul
Kansas,,rock,
Randy Newman,,,
Natalie Cole,,rock,
Andy Gibb,,rock,
Paul Simon,,rock,
Jay Ferguson,,,
Atlanta Rhythm Section,,rock,
Bob Seger,,rock,
Trammps,The Trammps,disco,disco
George Benson,,rock,
Styx,,rock,
Player,NA,,
Carly Simon,,rock,
Dolly Parton,,country,
Linda Ronstadt,,rock,
Steely Dan,,rock,
Anne Murray,,rock,
"Evelyn ""Champagne"" King",NA,,
Little River Band,,rock,
Jefferson Starship,,rock,
Eddie Money,,rock,
Lynyrd Skynyrd,,rock,
Crystal Gayle,,country,
Patti Smith,,rock,
Robert Palmer,,rock,
Barry Manilow,,rock,
Rick James,,soul,
Santa Esmeralda,,disco,
Jackson Browne,,rock,
Kenny Loggins,NA,rock,
Chris Rea,,rock,
Foxy,,hip-hop,
Electric Light Orchestra,,rock,
Joe Walsh,,rock,
Linda Ronstadt,,rock,
Parliament,,soul,
Boston,,rock,
Electric Light Orchestra,,rock,
ABBA,,,
Rita Coolidge,,rock,
Bob Seger,,rock,
Steely Dan,,rock,
Chic,CHIC,soul,soul
Rod Stewart,,rock,
Gloria Gaynor,,disco,
Village People,,disco,
Anita Ward,,disco,
Bee Gees,,rock,
Dr. Hook,,rock,
Pointer Sisters,The Pointer Sisters,rock,rock
Bee Gees,,rock,
Olivia Newton-John,,rock,
Blondie,,rock,
Doobie Brothers,The Doobie Brothers,rock,rock
Chic,CHIC,soul,soul
Barbra Streisand,Neil Diamond,rock,rock
Amii Stewart,,disco,
Suzi Quatro,,rock,
Maxine Nightingale,,,
Supertramp,,rock,
Billy Joel,,rock,
Raydio,,,
Dionne Warwick,,rock,
Bee Gees,,rock,
Cheap Trick,,rock,
Barbra Streisand,,rock,
Elton John,,rock,
Kenny Rogers,,rock,
Little River Band,,rock,
Sister Sledge,,soul,
Dr. Hook,,rock,
Kenny Rogers,,rock,
Village People,,disco,
Charlie Daniels Band,The Charlie Daniels Band,rock,rock
John Stewart,,,
Wings,,rock,
Sister Sledge,,soul,
Bad Company,,rock,
Hot Chocolate,,rock,
Cher,,rock,
Andy Gibb,,rock,
Bobby Caldwell,,,
Dire Straits,,rock,
Chic,CHIC,soul,soul
Rickie Lee Jones,,folk,
Little River Band,,rock,
Styx,,rock,
England Dan and John Ford Coley,England Dan,,rock
Cheryl Lynn,,disco,
Electric Light Orchestra,,rock,
Anne Murray,,rock,
Kiss,KISS,rock,rock
Gino Vannelli,,rock,
Linda Ronstadt,,rock,
Al Stewart,,rock,
Electric Light Orchestra,,rock,
Eric Clapton,,rock,
Ambrosia,Tom Trefethen,,
Eddie Rabbitt,,country,
Alice Cooper,,rock,
Foreigner,,rock,
Babys,The Babys,rock,rock
Michael Jackson,,pop,
Barry Manilow,,rock,
Bob Seger,,rock,
Van Halen,,rock,
Diana Ross,,soul,
Commodores,,rock,
Firefall,,rock,
Blondie,,rock,
Olivia Newton-John,,rock,
Michael Jackson,,pop,
Paul McCartney,,rock,
Billy Joel,,rock,
Gary Numan,,pop,
Smokey Robinson,,soul,
Air Supply,,rock,
Elton John,,rock,
Christopher Cross,,rock,
Diana Ross,,soul,
Styx,,rock,
Billy Preston,Syreeta Wright,soul,
Manhattans,The Manhattans,soul,soul
Commodores,,rock,
Dr. Hook,,rock,
Robbie Dupree,,rock,
Ambrosia,,,
Kenny Loggins,,rock,
Jermaine Jackson,,disco,
Kenny Rogers,,rock,
Christopher Cross,,rock,
Dan Fogelberg,,rock,
Kenny Rogers,,rock,
Barbra Streisand,Donna Summer,rock,disco
Kim Carnes,,,
Pretenders,,rock,
Stevie Wonder,,soul,
Shalamar,,soul,
Cliff Richard,,rock,
Dr. Hook,,rock,
Bob Seger,,rock,
Rolling Stones,The Rolling Stones,rock,rock
Air Supply,,rock,
Little River Band,,rock,
Andy Gibb,Barry Gibb,rock,
Pete Townshend,,rock,
Steve Forbert,,rock,
Anne Murray,,rock,
Isaac Hayes,,soul,
Tom Petty and The Heartbreakers,Tom Petty and the Heartbreakers,rock,rock
Michael Jackson,,pop,
Irene Cara,,disco,
Bob Seger,,rock,
Linda Ronstadt,,rock,
Pure Prairie League,,rock,
Carole King,,rock,
Billy Joel,,rock,
Neil Sedaka,NA,rock,
Linda Ronstadt,,rock,
Michael Jackson,,pop,
Mickey Gilley,,country,
Pat Benatar,,rock,
Dionne Warwick,,rock,
Eddie Rabbitt,,country,
Supertramp,,rock,
Fleetwood Mac,,rock,
Neil Diamond,,rock,
George Benson,,rock,
Anne Murray,,rock,
Kenny Rogers,,rock,
Fleetwood Mac,,rock,
Charlie Daniels Band,The Charlie Daniels Band,rock,rock
Boz Scaggs,,rock,
Barry Manilow,,rock,
Joe Walsh,,rock,
Tom Petty and The Heartbreakers,Tom Petty and the Heartbreakers,rock,rock
Kim Carnes,,,
Diana Ross,,soul,
Kenny Rogers,,rock,
John Lennon,,rock,
Rick Springfield,,rock,
Eddie Rabbitt,,country,
Dolly Parton,,country,
REO Speedwagon,,rock,
Sheena Easton,,rock,
Smokey Robinson,,soul,
Blondie,,rock,
Blondie,,rock,
Pointer Sisters,The Pointer Sisters,rock,rock
Climax Blues Band,,rock,
John Lennon,,rock,
ABBA,,,
Neil Diamond,,rock,
Air Supply,,rock,
Air Supply,,rock,
Barbra Streisand,Barry Gibb,rock,
Styx,,rock,
Oak Ridge Boys,Home Free,country,
REO Speedwagon,,rock,
Gino Vannelli,,rock,
Barbra Streisand,,rock,
Manhattan Transfer,The Manhattan Transfer,jazz,jazz
Foreigner,,rock,
Rod Stewart,,rock,
Commodores,,rock,
Don Mclean,Don McLean,rock,rock
Diana Ross,,soul,
Kenny Rogers,,rock,
Pat Benatar,,rock,
Alan Parsons Project,The Alan Parsons Project,rock,rock
Bruce Springsteen,,rock,
Leo Sayer,,rock,
Styx,,rock,
Dottie West,Kenny Rogers,,rock
Journey,,rock,
Gary U.S. Bonds,,rnb,
Delbert McClinton,,rock,
Cliff Richard,,rock,
Neil Diamond,,rock,
Christopher Cross,,rock,
Alan Parsons Project,The Alan Parsons Project,rock,rock
Eric Clapton,,rock,
Steve Winwood,,rock,
Stevie Wonder,,soul,
Neil Diamond,,rock,
Police,The Police,rock,rock
Steely Dan,,rock,
Stevie Wonder,,soul,
George Harrison,,rock,
Eddie Rabbitt,,country,
Billy Squier,,rock,
Alabama,,alternative/indie,
Stanley Clarke,George Duke,,
Dan Fogelberg,,rock,
John Schneider,NA,,
Pat Benatar,,rock,
Barbra Streisand,Barry Gibb,rock,
John Lennon,,rock,
Heart,,rock,
Ronnie Milsap,,country,
Barry Manilow,,rock,
Daryl Hall and John Oates,Daryl Hall,rock,rock
Olivia Newton-John,Cliff Richard,rock,rock
Sheena Easton,,rock,
Beach Boys,The Beach Boys,rock,rock
Sheena Easton,,rock,
Rosanne Cash,,rock,
Diana Ross,,soul,
Boz Scaggs,,rock,
Andy Gibb,,rock,
Olivia Newton-John,,rock,
Survivor,,rock,
Joan Jett,,rock,
Paul McCartney,,rock,
Human League,The Human League,rock,rock
Steve Miller Band,,rock,
Chicago,,rock,
Soft Cell,,pop,
Foreigner,,rock,
Rick Springfield,,rock,
Willie Nelson,,country,
Cars,The Cars,rock,rock
Dazz Band,,disco,
George Benson,,rock,
Air Supply,,rock,
Motels,The Motels,,
Men At Work,,rock,
Fleetwood Mac,,rock,
Alan Parsons Project,The Alan Parsons Project,rock,rock
Journey,,rock,
Dan Fogelberg,,rock,
Stevie Nicks,Don Henley,rock,rock
Air Supply,,rock,
Little River Band,,rock,
Stevie Wonder,,soul,
Lindsey Buckingham,,rock,
Roberta Flack,,rock,
Rod Stewart,,rock,
REO Speedwagon,,rock,
Diana Ross,,soul,
Alabama,,alternative/indie,
Eddie Money,,rock,
Karla Bonoff,,rock,
Elton John,,rock,
America,,rock,
A Flock Of Seagulls,,pop,
Jackson Browne,,rock,
Commodores,,rock,
Paul McCartney,,rock,
Kenny Rogers,,rock,
Journey,,rock,
Barbra Streisand,,rock,
Laura Branigan,,rock,
Elton John,,rock,
Neil Diamond,,rock,
Police,The Police,rock,rock
Air Supply,,rock,
Michael McDonald,,rock,
Ronnie Milsap,,country,
Olivia Newton-John,,rock,
Diana Ross,,soul,
Van Halen,,rock,
Pointer Sisters,The Pointer Sisters,rock,rock
Billy Idol,,rock,
Kim Wilde,,,
Little River Band,,rock,
Rolling Stones,The Rolling Stones,rock,rock
Stevie Wonder,,soul,
Loverboy,,rock,
Christopher Cross,,rock,
Kenny Rogers,,rock,
Stevie Nicks,,rock,
Police,The Police,rock,rock
Michael Jackson,,pop,
Irene Cara,,disco,
Men At Work,,rock,
Michael Jackson,,pop,
Bonnie Tyler,,rock,
Eurythmics,,rock,
Culture Club,,rock,
Eddie Rabbitt,,country,
Dexy's Midnight Runners,NA,,
Bob Seger,,rock,
Sergio Mendes,Sérgio Mendes,,
David Bowie,,rock,
Golden Earring,,rock,
Eddy Grant,,,
Thomas Dolby,,rock,
Pretenders,,rock,
Joe Cocker and Jennifer Warnes,Joe Cocker,,rock
Styx,,rock,
Lionel Richie,,rock,
After The Fire,,,
Marvin Gaye,Kygo,soul,pop
Human League,The Human League,rock,rock
Culture Club,,rock,
Men Without Hats,,pop,
Toni Basil,,,
Phil Collins,,rock,
Journey,,rock,
Kenny Rogers,,rock,
Stray Cats,,rock,
Billy Joel,,rock,
Stevie Nicks,,rock,
Billy Joel,,rock,
Lionel Richie,,rock,
Don Henley,,rock,
Michael Jackson,Paul McCartney,pop,rock
Kajagoogoo,,pop,
Adam Ant,,,
Clash,The Clash,rock,rock
Men At Work,,rock,
Laura Branigan,,rock,
Rick Springfield,,rock,
Tubes,The Tubes,pop,pop
Laura Branigan,,rock,
Styx,,rock,
Laura Branigan,,rock,
David Bowie,,rock,
Kinks,The Kinks,rock,rock
Little River Band,,rock,
Air Supply,,rock,
Michael Jackson,,pop,
Christopher Cross,,rock,
Bryan Adams,,rock,
Kenny Loggins,,rock,
Lionel Richie,Kenny Chesney,rock,country
Elton John,,rock,
Loverboy,,rock,
Men At Work,,rock,
Culture Club,,rock,
Debarge,DeBarge,soul,soul
Sammy Hagar,,rock,
Dionne Warwick,,rock,
Journey,,rock,
Joe Jackson,,rock,
Stray Cats,,rock,
Shalamar,,soul,
Jackson Browne,,rock,
Moving Pictures,,,
Michael Jackson,,pop,
Def Leppard,,rock,
Musical Youth,,,
Spandau Ballet,,rock,
Eric Clapton,,rock,
Peabo Bryson,,rock,
Tom Petty and The Heartbreakers,Tom Petty and the Heartbreakers,rock,rock
Joe Jackson,,rock,
Tina Turner,,rock,
Paul McCartney,Michael Jackson,rock,pop
Kenny Loggins,,rock,
Phil Collins,,rock,
Van Halen,,rock,
Lionel Richie,,rock,
Yes,,rock,
Culture Club,,rock,
John Waite,,rock,
Lionel Richie,,rock,
Deniece Williams,,soul,
Bruce Springsteen,,rock,
Cyndi Lauper,,rock,
Cyndi Lauper,,rock,
Pointer Sisters,The Pointer Sisters,rock,rock
Laura Branigan,,rock,
Thompson Twins,,rock,
Stevie Wonder,,soul,
Rockwell,,,
Nena,,,
Dan Hartman,,disco,
Sheila E.,,,
Lionel Richie,,rock,
Elton John,,rock,
Cyndi Lauper,,rock,
Madonna,,rock,
Corey Hart,,rock,
Billy Idol,,rock,
Eurythmics,,rock,
Billy Joel,,rock,
Night Ranger,,rock,
Cars,The Cars,rock,rock
Olivia Newton-John,,rock,
Chicago,,rock,
Peabo Bryson,,rock,
Pointer Sisters,The Pointer Sisters,rock,rock
Shannon,,,
Julio Iglesias,Willie Nelson,,country
Billy Ocean,,rock,
Lionel Richie,,rock,
Elton John,,rock,
Kenny Rogers,Dolly Parton,rock,country
Pat Benatar,,rock,
Rod Stewart,,rock,
ZZ Top,,rock,
Rick Springfield,,rock,
Culture Club,,rock,
Cars,The Cars,rock,rock
Madonna,,rock,
Bruce Springsteen,,rock,
Quiet Riot,,rock,
Irene Cara,,disco,
Billy Joel,,rock,
Bananarama,,rock,
Wang Chung,,rock,
Pointer Sisters,The Pointer Sisters,rock,rock
Michael Jackson,,pop,
Madonna,,rock,
John Lennon,,rock,
Culture Club,,rock,
Christopher Cross,,rock,
Debarge,DeBarge,soul,soul
Police,The Police,rock,rock
John Cougar Mellencamp,John Mellencamp,rock,rock
Billy Joel,,rock,
Shalamar,,soul,
Rolling Stones,The Rolling Stones,rock,rock
Peter Schilling,,pop,
Cars,The Cars,rock,rock
Night Ranger,,rock,
Billy Squier,,rock,
Madonna,,rock,
Foreigner,,rock,
Chaka Khan,,soul,
Tears For Fears,,rock,
Dire Straits,,rock,
Madonna,,rock,
a-ha,,rock,
Paul Young,,rock,
REO Speedwagon,,rock,
Starship,,rock,
Simple Minds,,rock,
John Parr,,rock,
Glenn Frey,,rock,
Tears For Fears,,rock,
Stevie Wonder,,soul,
Whitney Houston,,pop,
Bryan Adams,,rock,
New Edition,,soul,
Billy Ocean,,rock,
Teena Marie,NA,soul,
Glenn Frey,,rock,
Ready For The World,,,
Debarge,DeBarge,soul,soul
Phil Collins,,rock,
Chicago,,rock,
Pointer Sisters,The Pointer Sisters,rock,rock
Pat Benatar,,rock,
Commodores,,rock,
Howard Jones,,rock,
Aretha Franklin,,soul,
Corey Hart,,rock,
Phil Collins,,rock,
Sheena Easton,,rock,
Whitney Houston,,pop,
Survivor,,rock,
Diana Ross,,soul,
Phil Collins,Marilyn Martin,rock,
Billy Ocean,,rock,
Don Henley,,rock,
Murray Head,,,
Animotion,,pop,
Tina Turner,,rock,
Madonna,,rock,
Tina Turner,,rock,
Tears For Fears,,rock,
Sade,,soul,
Mary Jane Girls,,disco,
Phil Collins,,rock,
Cyndi Lauper,,rock,
Bryan Adams,,rock,
Bruce Springsteen,,rock,
Eurythmics,,rock,
Paul McCartney,,rock,
Survivor,,rock,
Bryan Adams,,rock,
Madonna,,rock,
Bruce Springsteen,,rock,
Thompson Twins,,rock,
Debarge,DeBarge,soul,soul
John Cougar Mellencamp,John Mellencamp,rock,rock
Heart,,rock,
Jermaine Jackson,,disco,
Bruce Springsteen,,rock,
Tina Turner,,rock,
Aretha Franklin,,soul,
Lionel Richie,,rock,
Don Henley,,rock,
Madonna,,rock,
Night Ranger,,rock,
Sheena Easton,,rock,
Lionel Richie,,rock,
Patti Labelle,Patti LaBelle,soul,soul
Mr. Mister,,rock,
Whitney Houston,,pop,
Eddie Murphy,,,
Survivor,,rock,
Mr. Mister,,rock,
Whitney Houston,,pop,
Atlantic Starr,,soul,
Peter Cetera,,rock,
Pet Shop Boys,,pop,
Billy Ocean,,rock,
Simple Minds,,rock,
Heart,Jadu Mura Masa,rock,
Steve Winwood,,rock,
Simply Red,,rock,
Peter Gabriel,,rock,
Starship,,rock,
Human League,The Human League,rock,rock
Nu Shooz,,,
Berlin,,pop,
Madonna,,rock,
Bon Jovi,,rock,
Billy Ocean,,rock,
Janet Jackson,,soul,
Heart,,rock,
Madonna,,rock,
Belinda Carlisle,,rock,
Level 42,,rock,
Bananarama,,rock,
Lionel Richie,,rock,
Miami Sound Machine,,,
Cyndi Lauper,,rock,
Kenny Loggins,,rock,
Janet Jackson,,soul,
Howard Jones,,rock,
Robert Palmer,,rock,
Miami Sound Machine,,,
Bangles,The Bangles,rock,rock
Dire Straits,,rock,
Boston,,rock,
Stacey Q,,,
Orchestral Manoeuvres In The Dark,,rock,
Sade,,soul,
INXS,,rock,
Stevie Nicks,,rock,
Janet Jackson,,soul,
Eddie Money,,rock,
Scritti Politti,,rock,
James Brown,,soul,
El Debarge,El DeBarge,,
Cameo,,soul,
Van Halen,,rock,
Tina Turner,,rock,
John Cougar Mellencamp,John Mellencamp,rock,rock
Baltimora,,,
Michael McDonald,Safri Duo,rock,electronic/dance
Madonna,,rock,
Miami Sound Machine,Shep Pettibone,,
ZZ Top,,rock,
Cars,The Cars,rock,rock
Rod Stewart,,rock,
Sheila E.,,,
Elton John,,rock,
Phil Collins,,rock,
Anita Baker,,soul,
Moody Blues,The Moody Blues,rock,rock
Paul McCartney,,rock,
Daryl Hall,,rock,
Force M.D.'s,,,
Thompson Twins,,rock,
Lionel Richie,,rock,
George Michael,,rock,
Stevie Wonder,,soul,
Bangles,The Bangles,rock,rock
Heart,,rock,
Whitney Houston,,pop,
Starship,,rock,
Robbie Nevil,,,
Whitesnake,,rock,
Bruce Hornsby and The Range,Bruce Hornsby and the Range,,
Bob Seger,,rock,
Bon Jovi,,rock,
Los Lobos,,rock,
Wang Chung,,rock,
Crowded House,,rock,
Atlantic Starr,,soul,
U2,,rock,
Billy Idol,,rock,
Chris De Burgh,Chris de Burgh,rock,rock
Whitney Houston,,pop,
U2,,rock,
George Michael,,rock,
Peter Cetera,Amy Grant,rock,
Madonna,,rock,
Cutting Crew,,rock,
Kim Wilde,,,
Georgia Satellites,The Georgia Satellites,rock,rock
Aretha Franklin,George Michael,soul,rock
Janet Jackson,,soul,
Linda Ronstadt,NA,rock,
Madonna,,rock,
Michael Jackson,Siedah Garrett,pop,
Madonna,,rock,
Janet Jackson,,soul,
Chicago,,rock,
Fleetwood Mac,,rock,
Suzanne Vega,,rock,
Bananarama,,rock,
Richard Marx,,rock,
Madonna,,rock,
Michael Jackson,,pop,
Cyndi Lauper,,rock,
Dan Hill,NA,rock,
Billy Idol,,rock,
Bruce Hornsby and The Range,NA,,
Swing Out Sister,,,
Ben E. King,,soul,
Gloria Estefan and Miami Sound Machine,Gloria Estefan And Miami Sound Machine,,
Bon Jovi,,rock,
Peter Gabriel,,rock,
Steve Winwood,,rock,
Survivor,,rock,
Herb Alpert,,,
Fleetwood Mac,,rock,
Lou Gramm,,rock,
Crowded House,,rock,
Bryan Adams,,rock,
Bruce Springsteen,,rock,
Smokey Robinson,,soul,
Bruce Willis,,,
Pretenders,,rock,
Breakfast Club,,,
Lionel Richie,,rock,
Kenny Loggins,,rock,
Cutting Crew,,rock,
Beastie Boys,,hip-hop,
Ready For The World,,,
George Michael,,rock,
INXS,,rock,
George Harrison,,rock,
Rick Astley,,rock,
Guns N' Roses,,rock,
Whitney Houston,,pop,
Belinda Carlisle,,rock,
Breathe,,pop,
Steve Winwood,,rock,
George Michael,,rock,
Gloria Estefan and Miami Sound Machine,Gloria Estefan,,
Cheap Trick,,rock,
Billy Ocean,,rock,
Whitesnake,,rock,
Def Leppard,,rock,
Taylor Dayne,,rock,
Michael Jackson,,pop,
Robert Palmer,,rock,
Richard Marx,,rock,
Johnny Hates Jazz,,rock,
George Michael,,rock,
Phil Collins,,rock,
Def Leppard,,rock,
Richard Marx,,rock,
Whitney Houston,,pop,
Aerosmith,,rock,
Bangles,The Bangles,rock,rock
Michael Jackson,,pop,
Bobby McFerrin,,,
UB40,,reggae,
Bon Jovi,,rock,
Beach Boys,The Beach Boys,rock,rock
Elton John,,rock,
Rick Astley,,rock,
George Michael,,rock,
INXS,,rock,
Richard Marx,,rock,
Chicago,,rock,
Kylie Minogue,,rock,
Pet Shop Boys,,pop,
Information Society,,pop,
Taylor Dayne,,rock,
Jody Watley,Michael Hutchinson,disco,
U2,,rock,
Belinda Carlisle,,rock,
Pebbles,,,
Michael Jackson,,pop,
INXS,,rock,
New Edition,,soul,
Peter Cetera,,rock,
Cheap Trick,,rock,
Elton John,,rock,
Foreigner,,rock,
Keith Sweat,,soul,
Natalie Cole,,rock,
Tracy Chapman,,rock,
Icehouse,ICEHOUSE,pop,pop
Bruce Hornsby and The Range,NA,,
Bobby Brown,,hip-hop,
Pet Shop Boys,,pop,
Van Halen,,rock,
Paul Carrack,,rock,
Joan Jett and The Blackhearts,NA,,
Foreigner,,rock,
Steve Winwood,,rock,
Whitney Houston,,pop,
Gloria Estefan and Miami Sound Machine,Gloria Estefan,,
George Michael,,rock,
Cher,,rock,
INXS,,rock,
Steve Winwood,,rock,
Poison,,rock,
Taylor Dayne,,rock,
Chicago,,rock,
Bobby Brown,,hip-hop,
Poison,,rock,
Paula Abdul,,rock,
Janet Jackson,,soul,
Paula Abdul,,rock,
Milli Vanilli,,,
Anita Baker,,soul,
Richard Marx,,rock,
Gloria Estefan,,,
Milli Vanilli,,,
Roxette,,rock,
Fine Young Cannibals,,rock,
Bobby Brown,,hip-hop,
Phil Collins,,rock,
Milli Vanilli,,,
Roxette,,rock,
Bon Jovi,,rock,
Madonna,,rock,
New Kids On The Block,,,
Breathe,,pop,
Milli Vanilli,,,
Paula Abdul,,rock,
Bangles,The Bangles,rock,rock
Bad English,,rock,
Cher,,rock,
Neneh Cherry,,electronic/dance,
Taylor Dayne,,rock,
Bon Jovi,,rock,
Fine Young Cannibals,,rock,
Sheena Easton,,rock,
Young M.C.,Young MC,hip-hop,hip-hop
Great White,,rock,
Bobby Brown,,hip-hop,
New Kids On The Block,,,
Rod Stewart,,rock,
Love and Rockets,,,
New Kids On The Block,,,
Def Leppard,,rock,
Richard Marx,,rock,
Madonna,,rock,
Donny Osmond,,,
Tears For Fears,,rock,
Madonna,,rock,
Skid Row,,rock,
Bangles,The Bangles,rock,rock
Natalie Cole,,rock,
Jeff Healey Band,The Jeff Healey Band,rock,rock
Guns N' Roses,,rock,
Eddie Money,,rock,
New Kids On The Block,,,
Guns N' Roses,,rock,
Surface,,,
Lita Ford,Ozzy Osbourne,rock,rock
Cher,Peter Cetera,rock,rock
Bobby Brown,,hip-hop,
Aerosmith,,rock,
Bon Jovi,,rock,
Guns N' Roses,,rock,
Rick Astley,,rock,
Babyface,,soul,
Alice Cooper,,rock,
Michael Jackson,,pop,
Bobby Brown,,hip-hop,
Don Henley,,rock,
Soul II Soul,Caron Wheeler,electronic/dance,
Wilson Phillips,,rock,
Roxette,,rock,
Bell Biv Devoe,Bell Biv DeVoe,hip-hop,hip-hop
Madonna,,rock,
Mariah Carey,,pop,
Phil Collins,,rock,
En Vogue,,soul,
Billy Idol,,rock,
Jon Bon Jovi,,,
Bell Biv Devoe,Bell Biv DeVoe,hip-hop,hip-hop
Michael Bolton,,rock,
Technotronic,Felly,electronic/dance,
Paula Abdul,,rock,
Janet Jackson,,soul,
Heart,,rock,
Maxi Priest,,reggae,
Alannah Myles,,,
Wilson Phillips,,rock,
Linda Ronstadt,Aaron Neville,rock,soul
Lisa Stansfield,Ian Devaney,rock,
Johnny Gill,,soul,
Sweet Sensation,,,
Nelson,,country,
Taylor Dayne,,rock,
Poison,,rock,
New Kids On The Block,,,
Roxette,,rock,
Billy Joel,,rock,
Rod Stewart,,rock,
